Iso3,StartDate,EndDate,Area Code,Area Code (M49),Area,Item Code,Item,Element Code,Element,Year Code,Year,Unit,Value,Flag
IDN,1989-01-01,1989-12-31,101,'360,Indonesia,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1989,1989,US$,40.469900,E
IDN,1990-01-01,1990-12-31,101,'360,Indonesia,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1990,1990,US$,39.688800,E
IDN,1991-01-01,1991-12-31,101,'360,Indonesia,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1991,1991,US$,40.643100,E
IDN,1992-01-01,1992-12-31,101,'360,Indonesia,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1992,1992,US$,42.472700,E
IDN,1993-01-01,1993-12-31,101,'360,Indonesia,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1993,1993,US$,45.425300,E
IDN,1994-01-01,1994-12-31,101,'360,Indonesia,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1994,1994,US$,48.895100,E
IDN,1995-01-01,1995-12-31,101,'360,Indonesia,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1995,1995,US$,53.071100,E
IDN,1996-01-01,1996-12-31,101,'360,Indonesia,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1996,1996,US$,56.307000,E
IDN,1997-01-01,1997-12-31,101,'360,Indonesia,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1997,1997,US$,51.057200,E
IDN,1998-01-01,1998-12-31,101,'360,Indonesia,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1998,1998,US$,25.724100,E
IDN,1999-01-01,1999-12-31,101,'360,Indonesia,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1999,1999,US$,40.058800,E
IDN,2000-01-01,2000-12-31,101,'360,Indonesia,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",2000,2000,US$,37.048800,E
IDN,2001-01-01,2001-12-31,101,'360,Indonesia,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",2001,2001,US$,34.189000,E
IDN,2002-01-01,2002-12-31,101,'360,Indonesia,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",2002,2002,US$,40.740700,E
IDN,2003-01-01,2003-12-31,101,'360,Indonesia,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",2003,2003,US$,46.274200,E
IDN,2004-01-01,2004-12-31,101,'360,Indonesia,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",2004,2004,US$,46.480600,E
IDN,2005-01-01,2005-12-31,101,'360,Indonesia,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",2005,2005,US$,46.117500,E
IDN,2006-01-01,2006-12-31,101,'360,Indonesia,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",2006,2006,US$,56.241600,E
IDN,2007-01-01,2007-12-31,101,'360,Indonesia,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",2007,2007,US$,68.131100,E
IDN,2008-01-01,2008-12-31,101,'360,Indonesia,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",2008,2008,US$,81.002300,E
IDN,2009-01-01,2009-12-31,101,'360,Indonesia,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",2009,2009,US$,87.003500,E
IDN,2010-01-01,2010-12-31,101,'360,Indonesia,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",2010,2010,US$,110.945800,E
IDN,2011-01-01,2011-12-31,101,'360,Indonesia,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",2011,2011,US$,122.443800,E
IDN,2012-01-01,2012-12-31,101,'360,Indonesia,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",2012,2012,US$,119.107000,E
IDN,2013-01-01,2013-12-31,101,'360,Indonesia,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",2013,2013,US$,113.489000,E
IDN,2014-01-01,2014-12-31,101,'360,Indonesia,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",2014,2014,US$,106.125300,E
IDN,2015-01-01,2015-12-31,101,'360,Indonesia,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",2015,2015,US$,100.000000,E
IDN,2016-01-01,2016-12-31,101,'360,Indonesia,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",2016,2016,US$,104.610600,E
IDN,2017-01-01,2017-12-31,101,'360,Indonesia,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",2017,2017,US$,107.092900,E
IDN,2018-01-01,2018-12-31,101,'360,Indonesia,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",2018,2018,US$,102.994700,E
IDN,2019-01-01,2019-12-31,101,'360,Indonesia,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",2019,2019,US$,105.938100,E
IDN,2020-01-01,2020-12-31,101,'360,Indonesia,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",2020,2020,US$,106.147500,E
IDN,1970-01-01,1970-12-31,101,'360,Indonesia,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1970,1970,LCU,0.668000,E
IDN,1971-01-01,1971-12-31,101,'360,Indonesia,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1971,1971,LCU,0.621400,E
IDN,1972-01-01,1972-12-31,101,'360,Indonesia,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1972,1972,LCU,0.787800,E
IDN,1973-01-01,1973-12-31,101,'360,Indonesia,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1973,1973,LCU,0.991800,E
IDN,1974-01-01,1974-12-31,101,'360,Indonesia,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1974,1974,LCU,1.169100,E
IDN,1975-01-01,1975-12-31,101,'360,Indonesia,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1975,1975,LCU,1.314600,E
IDN,1976-01-01,1976-12-31,101,'360,Indonesia,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1976,1976,LCU,1.549500,E
IDN,1977-01-01,1977-12-31,101,'360,Indonesia,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1977,1977,LCU,1.703300,E
IDN,1978-01-01,1978-12-31,101,'360,Indonesia,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1978,1978,LCU,1.941800,E
IDN,1979-01-01,1979-12-31,101,'360,Indonesia,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1979,1979,LCU,2.354000,E
IDN,1980-01-01,1980-12-31,101,'360,Indonesia,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1980,1980,LCU,3.076000,E
IDN,1981-01-01,1981-12-31,101,'360,Indonesia,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1981,1981,LCU,3.732100,E
IDN,1982-01-01,1982-12-31,101,'360,Indonesia,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1982,1982,LCU,3.903500,E
IDN,1983-01-01,1983-12-31,101,'360,Indonesia,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1983,1983,LCU,4.159700,E
IDN,1984-01-01,1984-12-31,101,'360,Indonesia,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1984,1984,LCU,4.515700,E
IDN,1985-01-01,1985-12-31,101,'360,Indonesia,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1985,1985,LCU,4.801400,E
IDN,1986-01-01,1986-12-31,101,'360,Indonesia,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1986,1986,LCU,4.870100,E
IDN,1987-01-01,1987-12-31,101,'360,Indonesia,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1987,1987,LCU,5.419000,E
IDN,1988-01-01,1988-12-31,101,'360,Indonesia,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1988,1988,LCU,6.745300,E
IDN,1989-01-01,1989-12-31,101,'360,Indonesia,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1989,1989,LCU,7.286100,E
IDN,1990-01-01,1990-12-31,101,'360,Indonesia,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1990,1990,LCU,8.001200,E
IDN,1991-01-01,1991-12-31,101,'360,Indonesia,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1991,1991,LCU,8.865700,E
IDN,1992-01-01,1992-12-31,101,'360,Indonesia,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1992,1992,LCU,9.348600,E
IDN,1993-01-01,1993-12-31,101,'360,Indonesia,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1993,1993,LCU,9.955500,E
IDN,1994-01-01,1994-12-31,101,'360,Indonesia,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1994,1994,LCU,10.749600,E
IDN,1995-01-01,1995-12-31,101,'360,Indonesia,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1995,1995,LCU,11.916700,E
IDN,1996-01-01,1996-12-31,101,'360,Indonesia,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1996,1996,LCU,13.281800,E
IDN,1997-01-01,1997-12-31,101,'360,Indonesia,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1997,1997,LCU,15.556100,E
IDN,1998-01-01,1998-12-31,101,'360,Indonesia,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1998,1998,LCU,24.950900,E
IDN,1999-01-01,1999-12-31,101,'360,Indonesia,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1999,1999,LCU,28.731000,E
IDN,2000-01-01,2000-12-31,101,'360,Indonesia,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",2000,2000,LCU,29.862600,E
IDN,2001-01-01,2001-12-31,101,'360,Indonesia,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",2001,2001,LCU,35.859200,E
IDN,2002-01-01,2002-12-31,101,'360,Indonesia,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",2002,2002,LCU,37.254500,E
IDN,2003-01-01,2003-12-31,101,'360,Indonesia,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",2003,2003,LCU,38.458900,E
IDN,2004-01-01,2004-12-31,101,'360,Indonesia,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",2004,2004,LCU,40.944000,E
IDN,2005-01-01,2005-12-31,101,'360,Indonesia,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",2005,2005,LCU,46.192300,E
IDN,2006-01-01,2006-12-31,101,'360,Indonesia,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",2006,2006,LCU,53.413300,E
IDN,2007-01-01,2007-12-31,101,'360,Indonesia,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",2007,2007,LCU,59.307800,E
IDN,2008-01-01,2008-12-31,101,'360,Indonesia,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",2008,2008,LCU,73.694300,E
IDN,2009-01-01,2009-12-31,101,'360,Indonesia,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",2009,2009,LCU,77.445000,E
IDN,2010-01-01,2010-12-31,101,'360,Indonesia,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",2010,2010,LCU,79.976000,E
IDN,2011-01-01,2011-12-31,101,'360,Indonesia,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",2011,2011,LCU,84.792100,E
IDN,2012-01-01,2012-12-31,101,'360,Indonesia,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",2012,2012,LCU,87.059100,E
IDN,2013-01-01,2013-12-31,101,'360,Indonesia,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",2013,2013,LCU,90.603500,E
IDN,2014-01-01,2014-12-31,101,'360,Indonesia,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",2014,2014,LCU,96.078000,E
IDN,2015-01-01,2015-12-31,101,'360,Indonesia,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",2015,2015,LCU,100.000000,E
IDN,2016-01-01,2016-12-31,101,'360,Indonesia,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",2016,2016,LCU,100.926000,E
IDN,2017-01-01,2017-12-31,101,'360,Indonesia,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",2017,2017,LCU,104.166800,E
IDN,2018-01-01,2018-12-31,101,'360,Indonesia,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",2018,2018,LCU,107.471900,E
IDN,2019-01-01,2019-12-31,101,'360,Indonesia,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",2019,2019,LCU,109.586800,E
IDN,2020-01-01,2020-12-31,101,'360,Indonesia,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",2020,2020,LCU,111.031000,E
IDN,1970-01-01,1970-12-31,101,'360,Indonesia,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1970,1970,US$,24.651900,E
IDN,1971-01-01,1971-12-31,101,'360,Indonesia,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1971,1971,US$,21.231200,E
IDN,1972-01-01,1972-12-31,101,'360,Indonesia,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1972,1972,US$,25.417400,E
IDN,1973-01-01,1973-12-31,101,'360,Indonesia,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1973,1973,US$,31.998600,E
IDN,1974-01-01,1974-12-31,101,'360,Indonesia,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1974,1974,US$,37.720200,E
IDN,1975-01-01,1975-12-31,101,'360,Indonesia,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1975,1975,US$,42.413300,E
IDN,1976-01-01,1976-12-31,101,'360,Indonesia,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1976,1976,US$,49.993600,E
IDN,1977-01-01,1977-12-31,101,'360,Indonesia,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1977,1977,US$,54.954200,E
IDN,1978-01-01,1978-12-31,101,'360,Indonesia,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1978,1978,US$,58.817900,E
IDN,1979-01-01,1979-12-31,101,'360,Indonesia,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1979,1979,US$,50.586900,E
IDN,1980-01-01,1980-12-31,101,'360,Indonesia,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1980,1980,US$,65.687600,E
IDN,1981-01-01,1981-12-31,101,'360,Indonesia,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1981,1981,US$,79.098700,E
IDN,1982-01-01,1982-12-31,101,'360,Indonesia,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1982,1982,US$,79.020000,E
IDN,1983-01-01,1983-12-31,101,'360,Indonesia,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1983,1983,US$,61.253200,E
IDN,1984-01-01,1984-12-31,101,'360,Indonesia,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1984,1984,US$,58.934000,E
IDN,1985-01-01,1985-12-31,101,'360,Indonesia,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1985,1985,US$,57.886400,E
IDN,1986-01-01,1986-12-31,101,'360,Indonesia,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1986,1986,US$,50.842200,E
IDN,1987-01-01,1987-12-31,101,'360,Indonesia,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1987,1987,US$,44.138300,E
IDN,1988-01-01,1988-12-31,101,'360,Indonesia,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1988,1988,US$,53.577500,E
IDN,1989-01-01,1989-12-31,101,'360,Indonesia,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1989,1989,US$,55.114500,E
IDN,1990-01-01,1990-12-31,101,'360,Indonesia,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1990,1990,US$,58.134700,E
IDN,1991-01-01,1991-12-31,101,'360,Indonesia,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1991,1991,US$,60.865000,E
IDN,1992-01-01,1992-12-31,101,'360,Indonesia,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1992,1992,US$,61.663900,E
IDN,1993-01-01,1993-12-31,101,'360,Indonesia,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1993,1993,US$,63.867900,E
IDN,1994-01-01,1994-12-31,101,'360,Indonesia,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1994,1994,US$,66.611300,E
IDN,1995-01-01,1995-12-31,101,'360,Indonesia,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1995,1995,US$,70.958600,E
IDN,1996-01-01,1996-12-31,101,'360,Indonesia,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1996,1996,US$,75.923500,E
IDN,1997-01-01,1997-12-31,101,'360,Indonesia,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1997,1997,US$,71.591600,E
IDN,1998-01-01,1998-12-31,101,'360,Indonesia,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1998,1998,US$,33.362400,E
IDN,1999-01-01,1999-12-31,101,'360,Indonesia,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1999,1999,US$,48.973000,E
IDN,2000-01-01,2000-12-31,101,'360,Indonesia,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2000,2000,US$,47.477200,E
IDN,2001-01-01,2001-12-31,101,'360,Indonesia,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2001,2001,US$,46.792800,E
IDN,2002-01-01,2002-12-31,101,'360,Indonesia,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2002,2002,US$,53.571600,E
IDN,2003-01-01,2003-12-31,101,'360,Indonesia,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2003,2003,US$,60.036600,E
IDN,2004-01-01,2004-12-31,101,'360,Indonesia,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2004,2004,US$,61.329600,E
IDN,2005-01-01,2005-12-31,101,'360,Indonesia,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2005,2005,US$,63.730400,E
IDN,2006-01-01,2006-12-31,101,'360,Indonesia,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2006,2006,US$,78.081500,E
IDN,2007-01-01,2007-12-31,101,'360,Indonesia,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2007,2007,US$,86.871900,E
IDN,2008-01-01,2008-12-31,101,'360,Indonesia,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2008,2008,US$,101.734900,E
IDN,2009-01-01,2009-12-31,101,'360,Indonesia,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2009,2009,US$,99.802600,E
IDN,2010-01-01,2010-12-31,101,'360,Indonesia,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2010,2010,US$,117.797700,E
IDN,2011-01-01,2011-12-31,101,'360,Indonesia,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2011,2011,US$,129.448100,E
IDN,2012-01-01,2012-12-31,101,'360,Indonesia,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2012,2012,US$,124.184000,E
IDN,2013-01-01,2013-12-31,101,'360,Indonesia,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2013,2013,US$,115.964100,E
IDN,2014-01-01,2014-12-31,101,'360,Indonesia,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2014,2014,US$,108.420200,E
IDN,2015-01-01,2015-12-31,101,'360,Indonesia,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2015,2015,US$,100.000000,E
IDN,2016-01-01,2016-12-31,101,'360,Indonesia,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2016,2016,US$,101.540900,E
IDN,2017-01-01,2017-12-31,101,'360,Indonesia,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2017,2017,US$,104.233500,E
IDN,2018-01-01,2018-12-31,101,'360,Indonesia,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2018,2018,US$,101.074000,E
IDN,2019-01-01,2019-12-31,101,'360,Indonesia,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2019,2019,US$,103.713400,E
IDN,2020-01-01,2020-12-31,101,'360,Indonesia,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2020,2020,US$,101.949000,E
